MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,FEN_IndoorArea,FE_SalePrice_Per_IndoorArea,FEC_ExterQual_dual,FEC_LotShape_dual,FEC_ExterCond_dual,FEC_BsmtQual_dual,FEC_BsmtCond_dual,FEC_BsmtExposure_dual,FEC_BsmtFinType1_dual,FEC_BsmtFinType2_dual,FEC_HeatingQC_dual,FEC_Functional_dual,FEC_KitchenQual_dual,FEC_GarageQual_dual,FEC_GarageFinish_dual,FEC_GarageCond_dual,FEC_PavedDrive_dual,FEC_PoolQC_dual,FEC_Fence_dual,FEC_FireplaceQu_dual,FEC_Alley_dual,FEC_OverallQual_dual,FEC_OverallCond_dual,FEC_BsmtFullBath_dual,FEC_BsmtHalfBath_dual,FEC_FullBath_dual,FEC_HalfBath_dual,FEC_BedroomAbvGr_dual,FEC_KitchenAbvGr_dual,FEC_TotRmsAbvGrd_dual,FEC_Fireplaces_dual,FEC_GarageCars_dual,FEC_YearBuilt_dual,FEC_YearRemodAdd_dual,FEC_MoSold_dual,FEC_YrSold_dual,FEC_GarageYrBlt_dual,FEC_LotArea_dual,FEC_MasVnrArea_dual,FEC_BsmtFinSF1_dual,FEC_BsmtFinSF2_dual,FEC_BsmtUnfSF_dual,FEC_TotalBsmtSF_dual,FEC_1stFlrSF_dual,FEC_2ndFlrSF_dual,FEC_LowQualFinSF_dual,FEC_GrLivArea_dual,FEC_GarageArea_dual,FEC_WoodDeckSF_dual,FEC_OpenPorchSF_dual,FEC_EnclosedPorch_dual,FEC_3SsnPorch_dual,FEC_ScreenPorch_dual,FEC_PoolArea_dual,FEC_MiscVal_dual,FEC_LotFrontage_dual,FEN_YearAfterRemode,FEN_YearAfterbuilt,FEN_TotRmsAbvGrd_Per_GrLivArea,FEN_BsmtTotalbath,FEN_GrLivTotalbath,FEN_Area_comp0,FEN_Area_comp1,FEN_Area_comp2,FEN_Area_comp3,FEN_Area_comp4,FEN_Area_comp5,FEN_Area_comp7
80,RL,0.0,19690,Pave,0,2,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,7,1966,1966,Flat,Tar&Grv,Plywood,Plywood,None,0.0,4,4,CBlock,3,3,3,1,0,1,0,697,697,GasA,3,Y,SBrkr,1575,626,0,2201,0,0,2,0,4,1,3,8,7,1,4,Attchd,1966,1,2,432,4,4,3,586,236,0,0,0,738,4,4,None,0,8,2006,WD,Alloca,274970,2898.01,94.88235030244891,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,40,40,0.003634709843384896,0,2,2.6308400564218233,0.28001295434560874,0.0017023359654596557,0.12147227571210732,0.04796123230332198,-0.04222713393412749,-0.009287181260776548
80,RL,0.0,10970,Pave,0,2,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,Plywood,HdBoard,None,0.0,3,3,CBlock,3,4,4,6,505,2,435,0,940,GasA,3,Y,SBrkr,1026,0,0,1026,1,0,1,0,3,1,2,5,7,0,0,Detchd,1981,1,2,576,3,2,3,0,0,34,0,0,0,0,3,None,0,10,2008,WD,Normal,147000,1966.01,74.77072853139099,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,30,30,0.004873289597183628,1,1,1.4200991234823614,-0.2299604780929608,0.10933494289880963,0.051401195210321306,0.07975351309751451,0.22363564893985444,-0.020900394819102885
80,RL,0.0,16157,Pave,0,2,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,5,7,1978,1978,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,PConc,3,3,4,5,680,3,391,289,1360,GasA,5,Y,SBrkr,1432,0,0,1432,1,0,1,1,2,1,3,5,7,1,3,Attchd,1978,1,2,588,3,3,3,168,180,0,0,0,0,0,0,None,0,6,2007,WD,Normal,194000,2792.01,69.48399181951353,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,29,29,0.0034916176734513453,1,2,1.625478422944395,-0.19940032528491933,0.019327018999945354,0.005286573036511525,0.07767724538255605,0.11079031761170174,-0.015843354021598307
20,RL,0.0,9819,Pave,0,2,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,31.0,3,4,CBlock,2,3,1,4,450,1,0,432,882,GasA,3,Y,SBrkr,900,0,0,900,0,0,1,0,3,1,2,5,7,0,0,Detchd,1970,1,1,280,3,3,3,0,0,0,0,0,0,0,3,None,0,2,2010,WD,Normal,122000,1782.01,68.4620176093288,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,43,43,0.005555549382722908,0,1,1.3467686091994426,-0.17396288375869315,-0.08541126227248538,-0.03348331969748177,0.007828358288456903,-0.04592706028680258,-0.011705352896844459
60,RL,68.0,8935,Pave,0,2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,4,3,PConc,3,3,1,1,0,1,0,831,831,GasA,5,Y,SBrkr,831,829,0,1660,0,0,2,1,3,1,3,7,7,0,0,Attchd,2002,2,2,493,3,3,3,144,68,0,0,0,0,0,0,None,0,7,2009,WD,Normal,195000,2491.01,78.28150027498886,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,7,7,0.00421686492959944,0,3,-0.5812064451564178,0.31169050873671605,-0.04017848114994043,-0.08646829717069686,-0.033149308830408494,0.02494745970190641,-0.005517282835821897
20,RL,73.0,9300,Pave,0,1,Lvl,AllPub,Inside,Gtl,Names,Feedr,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,HdBoard,BrkFace,324.0,3,3,CBlock,2,3,1,3,697,1,0,571,1268,GasA,3,Y,SBrkr,1264,0,0,1264,1,0,1,0,3,1,2,6,7,2,4,Attchd,1960,1,2,461,3,3,3,0,0,0,0,143,0,0,0,None,0,4,2010,WD,Normal,167500,2532.01,66.15297727892069,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,50,50,0.004746831687633159,1,1,-0.4900593146681447,-0.20993490655223235,-0.047575697472864144,-0.014658270529173885,-0.03505141193542647,-0.028069046729262956,0.08588092355139591
60,RL,0.0,13700,Pave,0,2,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,2Story,7,6,1965,1988,Gable,CompShg,VinylSd,VinylSd,Stone,288.0,3,3,CBlock,2,3,4,5,454,1,0,410,864,GasA,3,Y,SBrkr,902,918,0,1820,0,0,1,2,4,1,3,8,7,2,4,Attchd,1965,1,2,492,3,3,3,60,84,0,0,273,0,0,4,None,0,5,2008,WD,Normal,201800,2684.01,75.18600899400523,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,20,43,0.0043956019804384724,0,3,0.9378306678199132,0.20716710270318933,0.16975619581264187,-0.12507912985292668,-0.032760192475710444,-0.0030191765729805334,0.05850664051591164
30,RL,85.0,10625,Pave,0,1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,2,3,1,5,108,1,0,350,458,GasA,2,N,SBrkr,835,0,0,835,0,0,1,0,2,1,2,5,7,0,0,Basment,1920,1,1,366,2,3,3,0,0,77,0,0,0,0,0,Shed,400,5,2010,COD,Abnorml,83000,1293.01,64.19130555834835,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,60,90,0.005988016780818227,0,1,4.0561117896832215,0.02318666357866004,-0.13189958608429098,0.18017224077122784,-0.05488625593870973,0.0035106747564119254,-0.028762898872449177
20,RL,85.0,14331,Pave,0,1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,630.0,4,3,PConc,4,3,4,6,1274,1,0,526,1800,GasA,5,Y,SBrkr,1800,0,0,1800,1,0,2,0,3,1,3,7,7,1,4,Attchd,2002,3,3,765,3,3,3,270,78,0,0,0,0,0,0,None,0,5,2006,WD,Normal,312500,3600.01,86.80531442968214,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,4,4,0.003888886728396262,1,2,-0.18121194412247277,-0.26904971270262457,0.04964352899767649,-0.023546118763376,-0.06625444135948032,-0.012410696694900716,0.12334060438983618
90,RL,95.0,11345,Pave,0,1,Lvl,AllPub,Corner,Gtl,Names,Feedr,Norm,Duplex,2Story,5,5,1948,1950,Gable,Roll,AsbShng,AsbShng,Stone,567.0,3,3,CBlock,2,3,1,3,220,1,0,708,928,GasA,4,Y,FuseA,928,992,0,1920,0,0,2,0,4,2,2,10,7,0,0,Detchd,1948,1,2,400,3,2,3,0,0,0,0,0,0,0,0,None,0,7,2007,WD,Normal,137000,2848.01,48.10376368060505,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,57,59,0.005208330620661135,0,2,-0.18460233892822844,0.2725944218007035,0.06710766631613904,-0.12030505037141934,-0.02470972485636627,-0.01893441734352672,0.15559590287242117
60,RL,69.0,7590,Pave,0,1,Lvl,AllPub,Inside,Gtl,Names,PosN,Norm,1Fam,2Story,6,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,266.0,3,3,CBlock,2,3,1,4,512,1,0,148,660,GasA,3,Y,SBrkr,660,688,0,1348,0,0,1,1,3,1,2,6,7,1,2,Attchd,1966,2,2,453,3,3,3,188,108,0,0,0,0,0,0,None,0,7,2006,WD,Normal,155000,2008.01,77.19085064317409,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,40,40,0.004451035273712705,0,2,-0.38534806848935843,0.12698480763305767,0.2765484588234539,-0.11723641174388368,-0.06895323807520111,0.02323852906247233,0.06731045326737803
50,RL,0.0,14100,Pave,0,2,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,8,9,1935,1997,Gable,CompShg,Stucco,Stucco,BrkFace,632.0,3,4,CBlock,2,3,2,3,192,1,0,536,728,GasA,5,Y,SBrkr,1968,1479,0,3447,0,0,3,1,4,1,3,11,7,2,4,BuiltIn,1982,1,3,1014,3,3,3,314,12,0,0,0,0,0,2,None,0,5,2008,WD,Normal,381000,4175.01,91.25726644966119,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,11,73,0.003191179811087957,0,4,-0.7861460883897059,0.3445639037334579,0.21942449438974393,0.13874791590407504,-0.05738745542233266,0.01497699541105696,0.10182096920980577
80,RL,0.0,7750,Pave,0,1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,3,3,1,6,353,1,0,55,408,GasA,5,Y,SBrkr,779,640,0,1419,1,0,2,1,3,1,3,7,7,1,3,BuiltIn,2002,3,2,527,3,3,3,120,0,0,0,0,0,0,0,None,0,3,2009,WD,Normal,184100,1827.01,100.76573198833066,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,7,7,0.004933047968253722,1,3,0.07939754769982799,0.21933427584348797,0.3239892244847949,0.05309201697431947,-0.0653714351921363,0.0388528280715561,-0.06213885120834949
60,RL,60.0,7500,Pave,0,1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,2,3,1,1,0,1,0,994,994,GasA,4,Y,SBrkr,1028,776,0,1804,0,0,2,1,3,1,3,7,7,1,3,Attchd,1999,3,2,442,3,3,3,140,60,0,0,0,0,0,0,None,0,6,2010,WD,Normal,189000,2798.01,67.54800733378364,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,11,11,0.003880263924465674,0,3,-1.4870004203142693,0.2555252388541486,-0.08651571709511514,-0.050369634592492135,0.007545960651372911,-0.002435644278646189,-0.03456294125685366
50,RL,65.0,6435,Pave,0,1,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1.5Fin,6,5,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,2,3,1,1,0,1,0,972,972,GasA,4,Y,SBrkr,972,605,0,1577,0,0,1,0,3,1,1,6,7,1,4,Detchd,1939,1,1,312,3,3,3,0,0,0,0,0,0,0,0,None,0,10,2006,WD,Normal,140200,2549.01,55.001745775810996,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,56,67,0.0038046900414140513,0,1,-1.643063998250893,0.2162705220038699,-0.13572241297476503,-0.04970050993378358,0.03270080887920591,-0.027294964605893965,-0.027868584028223207
60,RL,73.0,8760,Pave,0,1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,3,4,2,6,464,1,0,927,1391,GasA,5,Y,SBrkr,1391,571,0,1962,0,0,2,1,3,1,3,7,7,0,0,Attchd,2006,2,3,868,3,3,3,0,90,0,0,0,0,0,0,None,0,8,2006,New,Partial,239799,3353.01,71.5175320085535,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0.003567786153014193,0,3,-1.5523154564337047,0.04501143456323907,-0.033431726918807546,-0.01879511058531647,-0.06770276480253695,0.03924106898766128,-0.05618648104492249
20,RL,110.0,14977,Pave,0,2,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,304.0,4,3,PConc,4,3,4,6,1350,1,0,626,1976,GasA,5,Y,SBrkr,1976,0,0,1976,1,0,2,0,2,1,3,7,7,1,5,Attchd,2006,2,3,908,3,3,3,250,63,0,0,0,0,0,0,None,0,7,2007,New,Partial,440000,3952.01,111.3357506686471,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0.003542508328690117,1,2,-0.37209931454358974,-0.2610915258828858,0.03248646432215471,-0.012266879185042337,-0.05753541022362175,-0.0017435602704642212,0.025156710117593312
20,RL,66.0,7742,Pave,0,1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,2,3,1,4,763,1,0,192,955,GasA,5,Y,SBrkr,955,0,0,955,1,0,1,0,3,1,2,6,7,0,0,Attchd,1966,1,1,386,3,3,3,0,0,0,0,0,0,0,3,None,0,1,2007,WD,Normal,127000,1910.01,66.4917984722593,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,41,41,0.006282715934328865,1,1,-0.1077596242227905,-0.3006115346021442,0.09302768480769943,-0.0232402699306126,-0.01882710331875505,-0.027632339048171594,-0.04849582468059807
160,FV,35.0,4251,Pave,2,2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,3,3,1,1,0,1,0,625,625,GasA,5,Y,SBrkr,625,625,0,1250,0,0,2,1,2,1,3,5,7,0,0,Detchd,2006,2,2,528,3,3,3,0,54,0,0,0,0,0,0,None,0,6,2007,New,Partial,164700,1875.01,87.83953152249855,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0.00399999680000256,0,3,-1.900267087630503,0.30030602388343475,-0.03058922558611243,-0.04763440640168454,-0.08805320518020222,0.07341648182517613,-0.06161516298876625
20,RL,80.0,10400,Pave,0,1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,189.0,3,3,CBlock,3,3,1,1,0,1,0,1090,1090,GasA,3,Y,SBrkr,1370,0,0,1370,0,0,2,0,3,1,2,6,7,1,3,Attchd,1976,2,2,479,3,3,3,0,0,0,0,0,0,0,3,None,0,6,2009,WD,Family,152000,2460.01,61.78836671395644,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,33,33,0.004379558847037338,0,2,0.06301710681689161,0.024116934870077152,-0.31063287319185695,0.09685443644671225,-0.027811024463609054,-0.01296585437675111,0.053676998321288104
90,RL,0.0,8544,Pave,0,1,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,Duplex,1Story,3,4,1949,1950,Gable,CompShg,Stucco,Stucco,BrkFace,340.0,3,3,Slab,0,0,0,0,0,0,0,0,0,Wall,2,N,FuseA,1040,0,0,1040,0,0,2,0,2,2,2,6,7,0,0,Detchd,1949,1,2,400,3,3,3,0,0,0,0,0,0,0,0,None,0,5,2006,WD,Normal,87500,1040.01,84.13380640570765,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,56,57,0.005769225221898825,0,2,4.063041449792225,0.20474563085247255,0.2059298950327853,0.7407657168450106,-0.13112765359548892,-0.012101133179971177,0.2990916645658666
20,FV,60.0,7200,Pave,2,1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,3,4,1,1,0,1,0,1293,1293,GasA,5,Y,SBrkr,1301,0,0,1301,1,0,2,0,2,1,3,5,7,1,4,Attchd,2006,2,2,572,3,3,3,216,121,0,0,0,0,0,0,None,0,8,2006,New,Partial,187750,2594.01,72.37828689943369,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0.003843194586322378,1,2,-1.3899251674984199,-0.008748381478929382,-0.3665655468809906,0.04032685673751206,-0.04089165070766669,0.02333676287717422,-0.030822582228570844
60,RL,71.0,7795,Pave,0,2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,3,3,1,6,425,1,0,291,716,GasA,5,Y,SBrkr,716,716,0,1432,1,0,2,1,3,1,3,6,7,1,4,Attchd,2004,3,2,432,3,3,3,100,51,0,0,0,0,0,0,None,0,7,2009,WD,Normal,188500,2148.01,87.75564359570019,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,4,5,0.004189941208141614,1,3,-0.5366648340260677,0.1624460737910945,0.19238350589719097,-0.10460116578524492,-0.022238833996477556,0.009734228522886513,-0.0543686904012294
20,RL,0.0,7390,Pave,0,2,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5,7,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,151.0,3,3,CBlock,2,3,1,5,902,1,0,196,1098,GasA,3,Y,SBrkr,1098,0,0,1098,1,0,1,0,3,1,2,6,7,0,0,Attchd,1955,1,1,260,3,3,3,0,0,0,0,0,0,0,0,None,0,7,2008,WD,Normal,135000,2196.01,61.475129894672605,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,53,53,0.005464475897562935,1,1,-0.7962316567311769,-0.31282633956537603,0.10996368970116314,-0.03098701898444731,0.029778532883461023,-0.0772979144620215,0.0306691907410808
60,RL,0.0,13006,Pave,0,2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1997,1997,Gable,CompShg,HdBoard,HdBoard,BrkFace,285.0,3,3,PConc,3,3,1,1,0,1,0,964,964,GasA,4,Y,SBrkr,993,1243,0,2236,0,0,2,1,4,1,3,8,7,1,3,BuiltIn,1997,3,2,642,3,3,3,0,0,0,0,0,0,0,0,None,0,11,2006,WD,Normal,222000,3200.01,69.37478320380248,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,9,9,0.0035778159312093325,0,3,-0.10424009057367574,0.3702029754358796,0.01864220755953526,-0.10491003489045642,-0.04643608339677524,0.02404385665849476,0.04098826803935201
85,RL,0.0,7252,Pave,0,2,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,1982,1982,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,3,6,685,1,0,173,858,GasA,3,Y,SBrkr,858,0,0,858,1,0,1,0,2,1,2,5,7,0,0,Detchd,1983,1,2,576,3,3,3,120,0,0,0,0,0,0,0,None,0,4,2009,WD,Normal,134900,1716.01,78.61259549769524,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,27,27,0.00582749903554891,1,1,0.06556842296655721,-0.30414643650788287,0.09934803897375227,-0.0026487542563828864,-0.11885784196180245,0.05626213358479202,-0.070006314558939
20,RL,70.0,7931,Pave,0,1,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,Plywood,None,0.0,3,3,CBlock,2,3,1,4,1148,1,0,0,1148,GasA,3,Y,SBrkr,1148,0,0,1148,1,0,1,0,3,1,2,6,7,0,0,Attchd,1959,1,1,672,3,3,3,0,0,0,0,0,0,0,4,None,0,7,2009,WD,Normal,132500,2296.01,57.708807888467376,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,50,50,0.005226476283557244,1,1,-0.7051566232968766,-0.38452383839157506,0.21985785021564286,-0.0068139429678263615,-0.08450386848047078,0.019170603837090076,-0.07146155742340106
20,RL,85.0,8500,Pave,0,1,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5,3,1961,1961,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203.0,3,3,CBlock,2,3,1,3,600,1,0,635,1235,GasA,3,Y,SBrkr,1235,0,0,1235,0,0,1,0,2,1,2,6,7,0,0,Attchd,1961,1,2,480,3,3,3,0,0,0,0,0,0,0,2,None,0,12,2006,WD,Abnorml,98600,2470.01,39.91886672523593,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,45,45,0.00485829566129906,0,1,-0.7219038153738798,-0.18685080887512823,-0.08509501779907493,-0.002258810263279568,-0.03493086312705476,-0.01821561883419588,0.04000388881172545
